ISO3_Code,Country_Name,M49_Code,Year,Life_Expectancy,Mean_Years_Of_Schooling,CPI_Food,Net_FDI,Unemployment,Infant_Mortality_Rate,Access_To_Electricity,Prevalence_of_undernourishment
PAN,Panama,591.0,2020,76.657,10.54059029,100.804439,550.044099,12.85400009,14.3,96.70463562,5.8
PER,Peru,604.0,2020,73.6655,9.885518863,108.996572,478.272377,7.179999828,12.8,99.31181335,8.3
PHL,Philippines,608.0,2020,72.1191,8.969099998,121.530658,3017.073229,2.519999981,26.4,96.84238434,5.2
PNG,Papua New Guinea,598.0,2020,65.7868,4.74,115.495266,-1049.651104,2.595000029,43.9,60.40000153,21.6
POL,Poland,616.0,2020,76.9424,13.1647501,116.5484,8258.648906,3.160000086,4.4,100.0,1.5
PRT,Portugal,620.0,2020,81.0545,9.575940132,104.5408,4036.008976,6.789999962,3.3,100.0,1.5
PRY,Paraguay,600.0,2020,73.1816,8.861840248,124.421554,1284.4077504545457,7.550000191,18.9,100.0,8.7
ROU,Romania,642.0,2020,75.3456,11.27511978,113.773199,2119.97405,5.03000021,6.9,100.0,1.5
RUS,Russian Federation,643.0,2020,71.3423,12.77428805,125.9086,3364.700894,5.590000153,5.4,100.0,1.5
RWA,Rwanda,646.0,2020,66.7741,4.425292358,141.708021,1284.4077504545457,1.485000014,40.5,46.59999847,35.8
SAU,Saudi Arabia,682.0,2020,76.2392,11.31052971,121.5005,631.886966,7.449999809,7.0,100.0,3.7
SDN,Sudan,729.0,2020,65.6136,3.82,1621.521215,1284.4077504545457,19.64900017,56.6,55.38970184,12.8
SEN,Senegal,686.0,2020,68.0064,2.937938258,112.592996,1309.038421,3.622999907,38.1,70.36894226,7.5
SLB,Solomon Islands,90.0,2020,70.1987,5.711848,97.820207,5.717906,0.916000009,19.4,73.34648132,18.1
SLE,Sierra Leone,694.0,2020,59.7632,4.576081285,199.379299,1284.4077504545457,5.195000172,107.8,26.20088577,27.4
SLV,El Salvador,222.0,2020,71.0609,7.150929928,102.001016,201.18375,6.248000145,12.9,100.0,7.7
SOM,Somalia,706.0,2020,55.9666,9.145987422086092,122.178646,1284.4077504545457,19.72299957,114.6,49.73086929,53.1
SRB,Serbia,688.0,2020,75.4057,11.36987019,109.100777,3314.962017,9.010000229,5.6,100.0,3.3
STP,Sao Tome and Principe,678.0,2020,67.7848,6.215599435,150.118993,46.258738,15.74600029,16.1,76.55908966,13.5
SUR,Suriname,740.0,2020,72.5615,9.77680063,386.776291,1284.4077504545457,9.777999878,17.6,98.20477295,8.2
SVK,Slovakia,703.0,2020,77.0054,12.91141987,110.2676,-2163.181055,6.690000057,5.8,100.0,3.8
SVN,Slovenia,705.0,2020,80.4409,12.80368042,109.15,-25.955903,4.96999979,2.2,100.0,1.5
SWE,Sweden,752.0,2020,82.4274,12.60972023,110.371,-4905.155733,8.289999962,2.6,100.0,1.5
SWZ,Eswatini,748.0,2020,59.6922,5.596,133.329266,55.242453,25.50900078,46.6,79.73049927,11.0
TCD,Chad,148.0,2020,52.7774,2.57377421,91.136924,1284.4077504545457,1.741999984,110.0,11.08011723,32.7
TGO,Togo,768.0,2020,61.035,5.016807367,106.163595,-291.855977,3.944999933,64.4,53.99743271,18.8
THA,Thailand,764.0,2020,79.2739,8.697119713,105.842953,-22815.32081,1.100000024,8.7,100.0,8.8
TLS,Timor-Leste,626.0,2020,68.4755,5.43679,103.525978,-621.488939,4.90500021,42.3,96.1233139,26.2
TTO,Trinidad and Tobago,780.0,2020,74.4056,11.61062419,117.486643,-611.113649,4.56799984,16.6,100.0,7.5
TUN,Tunisia,788.0,2020,75.2923,7.431598614,132.1,608.741846,16.59199905,16.6,100.0,3.1
TUR,Türkiye,792.0,2020,75.85,8.63313961,207.627,4640.0,13.10999966,9.5,100.0,1.5
TZA,United Republic of Tanzania,834.0,2020,66.4077,6.37289871,130.034219,1284.4077504545457,2.528000116,48.9,39.90000153,22.6
UKR,Ukraine,804.0,2020,72.5726,11.13142043,156.376391,-950.0,9.131999969,8.1,100.0,2.8
URY,Uruguay,858.0,2020,78.4298,8.982549667,155.556846,2612.793492,10.35000038,6.2,100.0,1.5
USA,United States of America,840.0,2020,77.4144,13.68342972,103.7063,63510.0,8.050000191,6.3,100.0,1.5
UZB,Uzbekistan,860.0,2020,70.3309,11.89558983,219.29745,1723.945221,7.040999889,13.9,100.0,1.5
VCT,Saint Vincent and the Grenadines,670.0,2020,72.1256,10.83343029,107.930814,76.121871,21.00200081,14.1,100.0,7.6
VEN,Venezuela (Bolivarian Republic of),862.0,2020,71.0949,11.10727736,38753710727.95829,1037.333334,6.626999855,24.2,100.0,22.9
VNM,Viet Nam,704.0,2020,75.3779,8.370280266,119.31644,15420.0,2.390000105,20.9,100.0,5.7
VUT,Vanuatu,548.0,2020,70.2995,7.064846,140.246312,27.721732,2.118999958,24.9,67.33326721,11.9
WSM,Samoa,882.0,2020,72.7677,11.4038,105.476923,-5.695233,9.149000168,17.0,100.0,4.4
YEM,Yemen,887.0,2020,64.6501,3.2,152.999508,1284.4077504545457,13.39099979,59.6,73.75792694,41.4
ZAF,South Africa,710.0,2020,65.2522,11.37316036,136.6287,5079.741577,29.21999931,32.2,84.38553619,6.9
