ISO3_Code,Country_Name,M49_Code,Life_Expectancy_2016,Life_Expectancy_2017,Life_Expectancy_2018,Life_Expectancy_2019,Life_Expectancy_2020,Mean_Years_Of_Schooling_2016,Mean_Years_Of_Schooling_2017,Mean_Years_Of_Schooling_2018,Mean_Years_Of_Schooling_2019,Mean_Years_Of_Schooling_2020,CPI_Food_2016,CPI_Food_2017,CPI_Food_2018,CPI_Food_2019,CPI_Food_2020,Net_FDI_2016,Net_FDI_2017,Net_FDI_2018,Net_FDI_2019,Net_FDI_2020,Infant_Mortality_Rate_2016,Infant_Mortality_Rate_2017,Infant_Mortality_Rate_2018,Infant_Mortality_Rate_2019,Infant_Mortality_Rate_2020,Unemployment_2016,Unemployment_2017,Unemployment_2018,Unemployment_2019,Unemployment_2020,Access_To_Electricity_2016,Access_To_Electricity_2017,Access_To_Electricity_2018,Access_To_Electricity_2019,Access_To_Electricity_2020,Prevalence_of_undernourishment_2016,Prevalence_of_undernourishment_2017,Prevalence_of_undernourishment_2018,Prevalence_of_undernourishment_2019,Prevalence_of_undernourishment_2020
PRT,Portugal,620.0,81.2324,81.498,81.3947,81.7007,81.0545,9.112580299,9.218230247,9.144709587,9.327420235,9.575940132,100.2146,102.5012,102.8113,102.9757,104.5408,4193.902576,8501.561794,6315.900834,8739.916513,4036.008976,3.6,3.6,3.6,3.4,3.3,11.06999969,8.869999886,6.989999771,6.460000038,6.789999962,100.0,100.0,100.0,100.0,100.0,1.5,1.5,1.5,1.5,1.5
PRY,Paraguay,600.0,73.5336,73.6436,73.5676,73.6207,73.1816,8.351449966,8.468514919,8.585579872,8.810709953,8.861840248,107.890026,116.93755,116.235925,120.445677,124.421554,3457.305457080882,204.8675045481483,3746.7932979629636,1648.6662224962963,1284.4077504545457,21.6,20.9,20.2,19.5,18.9,5.25,4.610000134,6.21999979,6.590000153,7.550000191,98.40000153,99.30000305,99.59999847,99.69999695,100.0,7.7,7.8,7.8,8.2,8.7
ROU,Romania,642.0,75.2458,75.9519,76.1546,76.5079,75.3456,11.08049011,11.14865017,11.21188498,11.27511978,11.27511978,97.743456,101.721614,104.874985,110.202634,113.773199,4995.771624,5516.069633,5839.824652,5428.33346,2119.97405,8.5,7.9,7.4,7.1,6.9,5.900000095,4.929999828,4.190000057,3.910000086,5.03000021,99.09999847,100.0,100.0,100.0,100.0,1.5,1.5,1.5,1.5,1.5
RUS,Russian Federation,643.0,72.6609,73.3743,73.5306,73.9332,71.3423,12.56402159,12.72337438,12.72389289,12.77428805,12.77428805,107.369,108.1254,113.8306,116.9295,125.9086,10224.57976,-8199.560283,-22592.02925,10051.6397,3364.700894,7.5,6.9,6.3,5.8,5.4,5.559999943,5.210000038,4.849999905,4.5,5.590000153,100.0,100.0,100.0,100.0,100.0,1.5,1.5,1.5,1.5,1.5
RWA,Rwanda,646.0,65.7373,65.9409,66.2505,66.437,66.7741,4.195574999,4.265272498,4.334969997,4.425292358,4.425292358,125.948148,118.192012,110.014264,136.213369,141.708021,294.543436,340.74993,363.947452,348.412177,1284.4077504545457,46.0,44.6,43.4,41.9,40.5,1.144000053,1.136999965,1.110999942,1.09800005,1.485000014,29.37000084,34.09999847,36.96815109,40.36860657,46.59999847,34.9,34.7,34.7,35.2,35.8
SAU,Saudi Arabia,682.0,77.0643,77.1605,77.2115,77.3036,76.2392,10.08080983,10.22029972,10.58370972,10.94711971,11.31052971,97.33588,97.83605,104.6926,107.777,121.5005,-1483.622,-5860.755581,-15005.20938,-8984.491912,631.886966,8.6,8.1,7.7,7.3,7.0,5.650000095,5.889999866,6.039999962,5.672999859,7.449999809,99.90000153,99.93000031,100.0,100.0,100.0,3.7,3.7,3.8,3.9,3.7
SDN,Sudan,729.0,64.7801,65.4447,65.681,65.8755,65.6136,3.67,3.72,3.77,3.82,3.82,131.420713,173.096308,324.047105,529.102963,1621.521215,3457.305457080882,204.8675045481483,3746.7932979629636,1648.6662224962963,1284.4077504545457,63.9,62.0,60.1,58.4,56.6,17.52000046,17.53300095,17.57999992,17.65399933,19.64900017,48.84940338,50.75471878,52.44700241,53.96253967,55.38970184,11.8,11.8,11.8,11.7,12.8
SEN,Senegal,686.0,67.4969,67.7503,68.0966,68.5258,68.0064,2.818639934,2.830689907,2.883815558,2.937938258,2.937938258,110.203468,106.38809,108.246612,108.512115,112.592996,248.547255,505.877698,795.033245,994.398786,1309.038421,46.5,44.0,41.7,39.7,38.1,4.460000038,3.690000057,3.275000095,2.859999895,3.622999907,64.5,61.70000076,66.0,70.40000153,70.36894226,9.5,8.5,7.8,7.4,7.5
SLB,Solomon Islands,90.0,69.8007,69.9882,70.1733,70.3821,70.1987,5.44073206,5.54073206,5.54073206,5.711848,5.711848,97.272382,97.543941,100.423406,102.225621,97.820207,37.262357,35.774318,15.84092,28.782783,5.717906,22.0,21.4,20.7,20.0,19.4,0.698000014,0.707000017,0.723999977,0.754999995,0.916000009,58.32719421,62.90000153,66.17976379,69.80941772,73.34648132,18.1,17.7,17.6,17.8,18.1
SLE,Sierra Leone,694.0,58.4045,58.6517,59.7959,60.2549,59.7632,4.21481171,4.335234901,4.455658093,4.576081285,4.576081285,123.603262,145.767098,164.383768,173.23978,199.379299,3457.305457080882,204.8675045481483,3746.7932979629636,1648.6662224962963,1284.4077504545457,125.4,120.7,116.2,111.9,107.8,4.663000107,4.663000107,4.659999847,4.649000168,5.195000172,20.29999924,23.39999962,26.10000038,22.70000076,26.20088577,25.9,27.2,27.7,27.9,27.4
SLV,El Salvador,222.0,72.0248,72.3108,72.5546,72.5586,71.0609,6.717559814,6.825099945,6.968569994,7.112040043,7.150929928,97.625201,100.057369,100.421334,101.622361,102.001016,347.852922,888.844522,826.046956,635.763348,201.18375,14.9,14.3,13.8,13.3,12.9,4.420000076,4.389999866,4.010000229,4.170000076,6.248000145,96.0,96.80000305,97.0,97.36000061,100.0,9.9,9.2,8.4,8.3,7.7
SOM,Somalia,706.0,55.0444,55.6536,56.3754,57.0776,55.9666,8.821266942410597,8.912001003556291,9.005791167476822,9.114034893980131,9.145987422086092,103.039205,109.730318,116.2677,120.683446,122.178646,3457.305457080882,204.8675045481483,3746.7932979629636,1648.6662224962963,1284.4077504545457,130.3,126.1,122.0,118.3,114.6,18.88899994,18.88199997,18.85000038,18.82799911,19.72299957,51.11323547,52.09999847,50.7649765,49.20000076,49.73086929,59.7,58.9,56.6,54.8,53.1
SRB,Serbia,688.0,76.2609,76.213,76.5115,76.704,75.4057,11.13010025,11.16240025,11.26613522,11.36987019,11.36987019,98.211741,102.262252,104.997662,107.101824,109.100777,2102.20639,2731.690344,3727.714827,3975.3558,3314.962017,6.0,5.9,5.8,5.7,5.6,15.26000023,13.47999954,12.72999954,10.39000034,9.010000229,100.0,100.0,100.0,99.80000305,100.0,4.2,4.0,3.8,3.7,3.3
STP,Sao Tome and Principe,678.0,67.4917,68.2666,68.3549,68.5231,67.7848,5.77061182,5.918941025,6.06727023,6.215599435,6.215599435,103.033646,111.819651,122.654136,134.360492,150.118993,29.60167,28.862385,20.809647,23.252893,46.258738,21.2,19.5,18.1,17.0,16.1,13.89400005,13.97399998,14.06099987,14.14400005,15.74600029,69.32051849,74.26999664,71.0,74.96720123,76.55908966,12.9,12.5,12.8,13.0,13.5
SUR,Suriname,740.0,71.5924,72.417,72.5532,72.2423,72.5615,9.472836021,9.573077564,9.673319107,9.77680063,9.77680063,185.49768,208.451762,220.933045,231.836234,386.776291,3457.305457080882,204.8675045481483,3746.7932979629636,1648.6662224962963,1284.4077504545457,19.8,19.3,18.7,18.1,17.6,7.920000076,7.903999805,7.926000118,8.039999962,9.777999878,95.8163147,96.69633484,97.40000153,97.82541656,98.20477295,8.3,8.3,8.0,8.0,8.2
SVK,Slovakia,703.0,77.2146,77.219,77.264,77.6851,77.0054,12.71166039,12.76618004,12.86622047,12.91141987,12.91141987,97.04114,103.3361,104.1848,109.631,110.2676,710.349986,2691.386169,1353.39027,2295.455821,-2163.181055,6.1,6.0,5.9,5.8,5.8,9.670000076,8.130000114,6.539999962,5.75,6.690000057,100.0,100.0,100.0,100.0,100.0,5.6,4.4,3.9,3.7,3.8
SVN,Slovenia,705.0,81.1577,81.0714,81.3581,81.6042,80.4409,12.66755009,12.70028973,12.75198507,12.80368042,12.80368042,101.11,104.07,104.65,108.06,109.15,956.08355,559.41528,1103.309189,837.138362,-25.955903,2.5,2.4,2.3,2.3,2.2,8.0,6.559999943,5.110000134,4.449999809,4.96999979,100.0,100.0,100.0,100.0,100.0,1.5,1.5,1.5,1.5,1.5
SWE,Sweden,752.0,82.3391,82.4382,82.5326,83.0524,82.4274,12.41359997,12.48604965,12.54788494,12.60972023,12.60972023,101.6478,104.5453,106.5675,109.2784,110.371,14441.38571,-11461.41123,-13613.08657,-5436.889673,-4905.155733,2.8,2.8,2.7,2.7,2.6,6.989999771,6.71999979,6.360000134,6.829999924,8.289999962,100.0,100.0,100.0,100.0,100.0,1.5,1.5,1.5,1.5,1.5
SWZ,Eswatini,748.0,56.6591,57.8951,59.4114,60.5492,59.6922,5.194,5.328,5.462,5.596,5.596,121.538901,124.729533,125.360303,128.711027,133.329266,28.517081,-121.494111,46.987009,108.013607,55.242453,55.6,57.9,52.2,48.0,46.6,22.71999931,22.75300026,22.79199982,22.83699989,25.50900078,63.43000031,73.5,73.91577911,76.86943817,79.73049927,13.0,12.4,11.8,11.1,11.0
TCD,Chad,148.0,52.0834,52.3076,52.8253,53.2594,52.7774,2.301458538,2.388868544,2.479598405,2.57377421,2.57377421,89.025426,90.912186,86.781599,86.673816,91.136924,3457.305457080882,204.8675045481483,3746.7932979629636,1648.6662224962963,1284.4077504545457,124.9,121.1,117.3,113.5,110.0,1.103999972,1.118999958,1.129999995,1.123000026,1.741999984,9.263847351,10.89999962,10.11404037,8.399999619,11.08011723,28.5,29.1,30.3,31.7,32.7
TGO,Togo,768.0,59.5501,60.1544,60.244,60.9011,61.035,4.636985989,4.763593115,4.890200241,5.016807367,5.016807367,100.259319,99.172933,102.054219,98.785612,106.163595,-303.274984,121.135249,-253.593282,302.854813,-291.855977,73.4,71.1,68.8,66.5,64.4,2.96600008,3.74000001,3.729000092,3.719000101,3.944999933,46.76501083,48.0,50.0,52.36310959,53.99743271,21.2,21.0,20.7,20.1,18.8
THA,Thailand,764.0,78.0489,78.3939,78.6622,78.9751,79.2739,8.315620422,8.343885422,8.372150421,8.697119713,8.697119713,101.502986,101.702837,102.622863,104.402913,105.842953,-9906.454565,-5931.879643,-4181.659339,-5327.519459,-22815.32081,10.3,9.9,9.4,9.0,8.7,0.689999998,0.829999983,0.769999981,0.720000029,1.100000024,99.84996033,99.90000153,99.81999969,99.90000153,100.0,7.5,7.7,7.8,8.0,8.8
TLS,Timor-Leste,626.0,67.4461,67.7454,68.0167,68.2684,68.4755,5.43679,5.43679,5.43679,5.43679,5.43679,98.815696,99.617446,101.120727,101.321165,103.525978,-7.188,204.8675045481483,3746.7932979629636,1648.6662224962963,-621.488939,48.4,46.8,45.1,43.7,42.3,4.659999847,4.760000229,4.730999947,4.505000114,4.90500021,76.5,79.77896118,85.38140106,90.79865265,96.1233139,24.2,24.6,25.1,25.0,26.2
TTO,Trinidad and Tobago,780.0,74.281,74.2301,73.8018,74.2279,74.4056,11.23672288,11.35999926,11.48462809,11.61062419,11.61062419,109.562898,113.475858,113.573682,112.399794,117.486643,1.741017,-458.86375,-765.227465,69.81377,-611.113649,18.8,18.3,17.7,17.2,16.6,3.210000038,3.275000095,3.336999893,3.421999931,4.56799984,100.0,100.0,100.0,100.0,100.0,6.8,6.9,7.0,7.3,7.5
TUN,Tunisia,788.0,75.7861,75.8448,75.9501,75.9933,75.2923,7.196720123,7.274176324,7.352466164,7.431598614,7.431598614,104.667228,112.874418,119.667987,126.6,132.1,643.380214,823.336123,1001.939274,822.986928,608.741846,17.1,17.1,17.0,16.9,16.6,15.56000042,15.32999992,15.46000004,15.13000011,16.59199905,100.0,100.0,99.80000305,100.0,100.0,1.5,1.5,1.5,2.6,3.1
TUR,Türkiye,792.0,76.6605,77.1408,77.5631,77.8318,75.85,8.099840164,8.268190384,8.450664997,8.63313961,8.63313961,109.0447,124.0791,155.2405,172.1427,207.627,10697.0,8339.0,9235.0,6323.0,4640.0,12.1,11.4,10.7,10.1,9.5,10.84000015,10.81999969,10.89000034,13.67000008,13.10999966,100.0,100.0,100.0,100.0,100.0,1.5,1.5,1.5,1.5,1.5
TZA,United Republic of Tanzania,834.0,65.3862,65.9987,66.5346,66.9885,66.4077,5.959358347,6.094134093,6.231957903,6.37289871,6.37289871,110.779204,117.639741,118.796311,126.277242,130.034219,3457.305457080882,204.8675045481483,3746.7932979629636,1648.6662224962963,1284.4077504545457,56.0,54.1,52.1,50.5,48.9,2.157999992,2.177000046,2.20600009,2.221999884,2.528000116,32.79999924,32.25117493,35.04802322,37.65968704,39.90000153,22.7,23.0,23.3,23.4,22.6
UKR,Ukraine,804.0,74.3121,74.7181,74.4122,74.5364,72.5726,11.15577802,11.14765882,11.13953963,11.13142043,11.13142043,112.097771,131.963987,142.239616,149.027759,156.376391,3793.651871,3684.0,4459.969953,5212.41434,-950.0,9.2,8.9,8.6,8.4,8.1,9.350000381,9.5,8.800000191,8.18999958,9.131999969,100.0,100.0,100.0,100.0,100.0,1.5,1.5,1.5,2.6,2.8
URY,Uruguay,858.0,77.5707,77.6247,77.611,77.5085,78.4298,8.70388031,8.831359863,8.906729698,8.982549667,8.982549667,110.902589,116.519395,124.416806,142.088241,155.556846,-1827.632035,-2078.605372,-500.171772,1246.533976,2612.793492,8.4,7.8,7.3,6.7,6.2,7.840000153,7.889999866,8.340000153,8.880000114,10.35000038,99.69999695,99.80000305,99.80000305,99.90000153,100.0,1.5,1.5,1.5,1.5,1.5
USA,United States of America,840.0,78.8482,78.8213,78.9896,79.138,77.4144,13.34290981,13.42226505,13.50162029,13.59252501,13.68342972,97.5866,98.46566,99.05235,99.76737,103.7063,174950.0,-32485.0,417813.0,167860.0,63510.0,6.7,6.6,6.5,6.4,6.3,4.869999886,4.360000134,3.900000095,3.670000076,8.050000191,100.0,100.0,100.0,100.0,100.0,1.5,1.5,1.5,1.5,1.5
UZB,Uzbekistan,860.0,70.7548,71.0095,71.1494,71.3441,70.3309,11.67308998,11.72383976,11.77458954,11.89558983,11.89558983,110.907849,139.447995,160.223543,190.232668,219.29745,1656.769546,1788.320487,622.775299,2313.394057,1723.945221,18.0,16.8,15.8,14.8,13.9,5.199999809,5.800000191,5.835000038,5.849999905,7.040999889,100.0,100.0,100.0,100.0,100.0,1.5,1.5,1.5,1.5,1.5
VCT,Saint Vincent and the Grenadines,670.0,74.2799,74.3052,74.1279,72.8347,72.1256,10.34760787,10.83343029,10.83343029,10.83343029,10.83343029,100.573933,104.521528,104.252374,105.149554,107.930814,162.424815,102.785926,105.226297,119.316914,76.121871,16.2,15.6,15.1,14.6,14.1,19.11000061,19.18199921,19.18000031,19.28000069,21.00200081,99.80084229,99.97770691,100.0,100.0,100.0,5.8,5.7,5.5,6.6,7.6
VEN,Venezuela (Bolivarian Republic of),862.0,72.0578,71.943,71.9788,72.1614,71.0949,10.31229973,10.57076027,10.8356987,11.10727736,11.10727736,953.574367,11086.187138,15946997.067729,1288889115.455544,38753710727.95829,27.0,-2302.0,225.0,-142.0,1037.333334,24.2,24.2,24.2,24.2,24.2,5.320000172,5.050000191,5.021999836,5.096000195,6.626999855,99.40000153,99.19999695,99.91120148,99.97681427,100.0,16.4,22.2,22.7,24.9,22.9
VNM,Viet Nam,704.0,73.9382,73.9632,73.9757,74.0929,75.3779,8.12267518,8.205210209,8.287745237,8.370280266,8.370280266,103.139639,101.286235,106.442999,116.199618,119.31644,11600.0,13620.0,14902.0,15655.0,15420.0,21.6,21.4,21.3,21.1,20.9,1.850000024,1.870000005,1.159999967,2.039999962,2.390000105,99.19999695,100.0,100.0,99.40000153,100.0,7.8,7.2,6.8,6.2,5.7
VUT,Vanuatu,548.0,69.6496,69.7095,69.7948,69.8769,70.2995,6.68,6.76,6.84,7.064846,7.064846,104.766185,111.462978,114.94016,123.246759,140.246312,43.014317,37.182055,36.108564,34.961323,27.721732,27.6,26.9,26.3,25.6,24.9,1.776000023,1.745000005,1.809000015,1.800999999,2.118999958,57.81999969,62.79999924,61.75451279,64.59018707,67.33326721,11.2,12.3,12.6,12.4,11.9
WSM,Samoa,882.0,72.5397,72.59,72.6358,72.1572,72.7677,11.52649762,11.49582322,11.46514881,11.43447441,11.4038,105.513761,110.697788,109.340413,114.669831,105.476923,-12.739082,8.979044,16.684417,-6.466036,-5.695233,18.4,18.1,17.8,17.4,17.0,8.30700016,8.578000069,8.68599987,8.406000137,9.149000168,99.62329102,96.80000305,99.99447632,99.19999695,100.0,4.7,4.6,4.5,4.4,4.4
YEM,Yemen,887.0,66.0641,65.9573,64.5751,65.0917,64.6501,3.0,3.0,3.2,3.2,3.2,121.903092,128.044919,134.901926,143.908187,152.999508,-561.787,-275.451,-285.704,-374.314,1284.4077504545457,60.3,60.2,61.6,61.5,59.6,13.43299961,13.29699993,13.14500046,13.05599976,13.39099979,68.8595047,79.19999695,62.0,72.75107574,73.75792694,46.1,46.6,44.7,42.8,41.4
ZAF,South Africa,710.0,64.7469,65.402,65.6743,66.175,65.2522,10.18788004,10.14218044,10.7576704,11.37316036,11.37316036,115.8968,120.7918,124.1032,128.9982,136.6287,-2239.488334,-5362.809409,1373.439645,1978.346847,5079.741577,35.2,34.6,33.9,33.0,32.2,26.54000092,27.04000092,26.90999985,28.46999931,29.21999931,83.90000153,84.40000153,84.69999695,85.0,84.38553619,5.4,5.5,5.7,6.3,6.9
