Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FDI","Foreign Direct Investment (FDI)","204","Benin","6110","Value US$","23085","Total FDI outflows","2020","2020","millions","24.096551","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","060","Bermuda","6110","Value US$","23085","Total FDI outflows","2016","2016","millions","72","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","060","Bermuda","6110","Value US$","23085","Total FDI outflows","2017","2017","millions","-41.561602","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","060","Bermuda","6110","Value US$","23085","Total FDI outflows","2018","2018","millions","-35.028302","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","060","Bermuda","6110","Value US$","23085","Total FDI outflows","2019","2019","millions","-37.771563","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","060","Bermuda","6110","Value US$","23085","Total FDI outflows","2020","2020","millions","341.166625","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","068","Bolivia (Plurinational State of)","6110","Value US$","23085","Total FDI outflows","2016","2016","millions","88.86604","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","068","Bolivia (Plurinational State of)","6110","Value US$","23085","Total FDI outflows","2017","2017","millions","79.693113","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","068","Bolivia (Plurinational State of)","6110","Value US$","23085","Total FDI outflows","2018","2018","millions","-84.465304","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","068","Bolivia (Plurinational State of)","6110","Value US$","23085","Total FDI outflows","2019","2019","millions","48.314313","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","068","Bolivia (Plurinational State of)","6110","Value US$","23085","Total FDI outflows","2020","2020","millions","-101.804532","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","070","Bosnia and Herzegovina","6110","Value US$","23085","Total FDI outflows","2016","2016","millions","38.617983","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","070","Bosnia and Herzegovina","6110","Value US$","23085","Total FDI outflows","2017","2017","millions","78.51699","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","070","Bosnia and Herzegovina","6110","Value US$","23085","Total FDI outflows","2018","2018","millions","-24.169759","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","070","Bosnia and Herzegovina","6110","Value US$","23085","Total FDI outflows","2019","2019","millions","3.268625","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","070","Bosnia and Herzegovina","6110","Value US$","23085","Total FDI outflows","2020","2020","millions","-5.066712","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","072","Botswana","6110","Value US$","23085","Total FDI outflows","2016","2016","millions","-169.693691","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","072","Botswana","6110","Value US$","23085","Total FDI outflows","2017","2017","millions","0.86581","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","072","Botswana","6110","Value US$","23085","Total FDI outflows","2018","2018","millions","-82.078795","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","072","Botswana","6110","Value US$","23085","Total FDI outflows","2019","2019","millions","19.794884","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","072","Botswana","6110","Value US$","23085","Total FDI outflows","2020","2020","millions","16.930687","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","076","Brazil","6110","Value US$","23085","Total FDI outflows","2016","2016","millions","-5900.75235","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","076","Brazil","6110","Value US$","23085","Total FDI outflows","2017","2017","millions","19040.367814","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","076","Brazil","6110","Value US$","23085","Total FDI outflows","2018","2018","millions","-16335.596649","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","076","Brazil","6110","Value US$","23085","Total FDI outflows","2019","2019","millions","19031.494453","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","076","Brazil","6110","Value US$","23085","Total FDI outflows","2020","2020","millions","-25808.417742","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","092","British Virgin Islands","6110","Value US$","23085","Total FDI outflows","2016","2016","millions","30167.796257","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","092","British Virgin Islands","6110","Value US$","23085","Total FDI outflows","2017","2017","millions","50904.064254","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","092","British Virgin Islands","6110","Value US$","23085","Total FDI outflows","2018","2018","millions","41586.972788","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","092","British Virgin Islands","6110","Value US$","23085","Total FDI outflows","2019","2019","millions","44153.535471","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","092","British Virgin Islands","6110","Value US$","23085","Total FDI outflows","2020","2020","millions","42280.161615","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","100","Bulgaria","6110","Value US$","23085","Total FDI outflows","2016","2016","millions","405.077717","X","Figure from international organizations","UNCTAD"
